,day,person_id,planned_hours,store_id,in_alternate_workplace,absence_type,was_absent,worked_hours
1001,2023-11-08,665965,8.0,2.0,True,,False,8.0
1052,2023-11-08,665971,5.0,,False,,False,5.0
1102,2023-11-08,665978,4.0,,False,,False,4.0
1151,2023-11-08,665979,6.5,,False,,False,6.5
1204,2023-11-08,665983,4.0,,False,,False,4.0
1254,2023-11-08,665986,4.0,,False,,False,4.0
1307,2023-11-08,665987,5.0,,False,,False,5.0
1364,2023-11-08,665989,4.0,,False,,False,4.0
1429,2023-11-08,666001,5.5,,False,,False,5.5
1467,2023-11-08,872680,5.0,,False,Enfermedad común,True,0.0
1507,2023-11-08,876837,4.5,,False,,False,4.5
1570,2023-11-08,989388,4.0,,False,,False,4.0
1625,2023-11-08,999012,4.0,,False,,False,4.0
1899,2023-11-08,1285300,4.0,1.0,True,,False,4.0
1905,2023-11-08,1305177,7.5,,False,,False,7.5
2012,2023-11-08,1305180,5.0,1.0,True,,False,5.0
2121,2023-11-08,1422334,4.0,2.0,True,,False,4.0
5,2023-11-09,665917,6.5,1.0,True,,False,6.5
58,2023-11-09,665922,4.0,,False,,False,4.0
114,2023-11-09,665923,4.0,,False,,False,4.0
169,2023-11-09,665926,4.5,,False,,False,4.5
210,2023-11-09,665928,4.0,,False,,False,4.0
265,2023-11-09,665934,4.0,,False,,False,4.0
376,2023-11-09,665936,7.5,,False,,False,7.5
436,2023-11-09,665938,4.0,,False,Enfermedad común,True,0.0
491,2023-11-09,665941,6.5,,False,,False,6.5
549,2023-11-09,665944,4.0,,False,,False,4.0
588,2023-11-09,665948,4.0,,False,,False,4.0
645,2023-11-09,665950,5.0,,False,,False,5.0
703,2023-11-09,665952,4.0,,False,,False,4.0
814,2023-11-09,665954,5.5,,False,,False,5.5
939,2023-11-09,665959,6.5,,False,,False,6.5
1002,2023-11-09,665965,7.5,2.0,True,,False,7.5
1103,2023-11-09,665978,4.0,,False,,False,4.0
1152,2023-11-09,665979,5.0,,False,,False,5.0
1255,2023-11-09,665986,4.0,,False,,False,4.0
1308,2023-11-09,665987,7.5,,False,,False,7.5
1365,2023-11-09,665989,4.0,,False,,False,4.0
1430,2023-11-09,666001,5.5,,False,,False,5.5
1508,2023-11-09,876837,4.0,,False,,False,4.0
1571,2023-11-09,989388,4.0,,False,,False,4.0
1626,2023-11-09,999012,4.0,,False,,False,4.0
1681,2023-11-09,1031417,4.0,,False,,False,4.0
1740,2023-11-09,1201829,6.5,2.0,True,,False,6.5
1795,2023-11-09,1211253,4.0,,False,,False,4.0
1845,2023-11-09,1252106,4.0,,False,,False,4.0
1906,2023-11-09,1305177,5.0,,False,,False,5.0
1958,2023-11-09,1305178,4.5,,False,,False,4.5
2057,2023-11-09,1403169,4.0,,False,,False,4.0
2122,2023-11-09,1422334,4.0,2.0,True,,False,4.0
2159,2023-11-09,1529075,7.5,,False,,False,7.5
6,2023-11-10,665917,6.5,1.0,True,,False,6.5
59,2023-11-10,665922,4.0,,False,,False,4.0
115,2023-11-10,665923,5.5,,False,,False,5.5
211,2023-11-10,665928,4.0,,False,,False,4.0
266,2023-11-10,665934,4.0,,False,,False,4.0
319,2023-11-10,665935,7.5,,False,,False,7.5
377,2023-11-10,665936,7.5,,False,,False,7.5
492,2023-11-10,665941,6.5,,False,,False,6.5
550,2023-11-10,665944,4.0,,False,,False,4.0
589,2023-11-10,665948,5.0,,False,,False,5.0
704,2023-11-10,665952,5.5,,False,,False,5.5
757,2023-11-10,665953,4.5,,False,,False,4.5
815,2023-11-10,665954,5.5,,False,,False,5.5
873,2023-11-10,665956,4.0,,False,,False,4.0
940,2023-11-10,665959,8.0,,False,,False,8.0
1003,2023-11-10,665965,7.5,2.0,True,,False,7.5
1053,2023-11-10,665971,4.0,,False,,False,4.0
1104,2023-11-10,665978,4.0,,False,,False,4.0
1205,2023-11-10,665983,4.0,,False,,False,4.0
1256,2023-11-10,665986,5.0,,False,,False,5.0
1431,2023-11-10,666001,4.0,,False,,False,4.0
1468,2023-11-10,872680,4.5,,False,Enfermedad común,True,0.0
1509,2023-11-10,876837,4.0,,False,,False,4.0
1682,2023-11-10,1031417,4.0,,False,,False,4.0
1741,2023-11-10,1201829,6.5,2.0,True,,False,6.5
1796,2023-11-10,1211253,4.0,,False,,False,4.0
1846,2023-11-10,1252106,4.0,,False,,False,4.0
1900,2023-11-10,1285300,5.5,1.0,True,Mudanza,True,0.0
1907,2023-11-10,1305177,6.5,,False,,False,6.5
1959,2023-11-10,1305178,4.5,,False,,False,4.5
2058,2023-11-10,1403169,4.5,,False,,False,4.5
2123,2023-11-10,1422334,4.0,2.0,True,,False,4.0
2160,2023-11-10,1529075,7.5,,False,,False,7.5
2220,2023-11-10,1661019,5.0,,False,,False,5.0
2248,2023-11-10,1662112,5.0,1.0,True,,False,5.0
7,2023-11-11,665917,6.0,1.0,True,,False,6.0
170,2023-11-11,665926,6.0,,False,,False,6.0
212,2023-11-11,665928,7.0,,False,,False,7.0
320,2023-11-11,665935,7.0,,False,,False,7.0
437,2023-11-11,665938,4.0,,False,Enfermedad común,True,0.0
493,2023-11-11,665941,8.0,,False,,False,8.0
551,2023-11-11,665944,4.0,,False,,False,4.0
646,2023-11-11,665950,5.0,,False,,False,5.0
758,2023-11-11,665953,8.0,,False,,False,8.0
816,2023-11-11,665954,8.0,,False,,False,8.0
874,2023-11-11,665956,7.5,,False,,False,7.5
941,2023-11-11,665959,7.5,,False,,False,7.5
1004,2023-11-11,665965,7.5,2.0,True,,False,7.5
1054,2023-11-11,665971,6.0,,False,,False,6.0
1105,2023-11-11,665978,6.5,,False,,False,6.5
1153,2023-11-11,665979,6.5,,False,,False,6.5
1206,2023-11-11,665983,6.0,,False,,False,6.0
1309,2023-11-11,665987,7.5,,False,,False,7.5
1366,2023-11-11,665989,5.0,,False,,False,5.0
1432,2023-11-11,666001,8.0,,False,,False,8.0
1469,2023-11-11,872680,5.0,,False,Enfermedad común,True,0.0
1572,2023-11-11,989388,6.0,,False,,False,6.0
1627,2023-11-11,999012,8.0,,False,,False,8.0
1683,2023-11-11,1031417,5.0,,False,,False,5.0
1742,2023-11-11,1201829,6.5,2.0,True,,False,6.5
1797,2023-11-11,1211253,4.0,,False,,False,4.0
1847,2023-11-11,1252106,8.0,,False,,False,8.0
1901,2023-11-11,1285300,8.0,1.0,True,,False,8.0
1960,2023-11-11,1305178,6.5,,False,,False,6.5
2013,2023-11-11,1305180,8.0,1.0,True,,False,8.0
2124,2023-11-11,1422334,8.0,2.0,True,,False,8.0
2161,2023-11-11,1529075,8.5,,False,,False,8.5
2221,2023-11-11,1661019,8.0,,False,,False,8.0
2249,2023-11-11,1662112,8.0,1.0,True,,False,8.0
60,2023-11-13,665922,4.0,,False,,False,4.0
171,2023-11-13,665926,4.5,,False,,False,4.5
213,2023-11-13,665928,4.5,,False,,False,4.5
321,2023-11-13,665935,6.0,,False,,False,6.0
378,2023-11-13,665936,6.5,,False,,False,6.5
647,2023-11-13,665950,5.0,,False,,False,5.0
705,2023-11-13,665952,6.5,,False,,False,6.5
759,2023-11-13,665953,4.0,,False,,False,4.0
817,2023-11-13,665954,5.5,,False,,False,5.5
875,2023-11-13,665956,7.0,,False,,False,7.0
942,2023-11-13,665959,8.0,,False,,False,8.0
1005,2023-11-13,665965,8.0,2.0,True,,False,8.0
1055,2023-11-13,665971,4.0,,False,,False,4.0
1154,2023-11-13,665979,7.5,,False,,False,7.5
1207,2023-11-13,665983,5.0,,False,,False,5.0
1257,2023-11-13,665986,5.0,,False,,False,5.0
1310,2023-11-13,665987,6.5,,False,,False,6.5
1367,2023-11-13,665989,4.0,,False,,False,4.0
1433,2023-11-13,666001,4.0,,False,,False,4.0
1470,2023-11-13,872680,4.5,,False,Enfermedad común,True,0.0
1628,2023-11-13,999012,6.5,,False,,False,6.5
1743,2023-11-13,1201829,6.5,2.0,True,,False,6.5
1798,2023-11-13,1211253,4.0,,False,,False,4.0
1848,2023-11-13,1252106,4.0,,False,,False,4.0
1908,2023-11-13,1305177,4.0,,False,,False,4.0
1961,2023-11-13,1305178,5.5,,False,,False,5.5
2014,2023-11-13,1305180,6.5,1.0,True,,False,6.5
2059,2023-11-13,1403169,8.0,,False,,False,8.0
2125,2023-11-13,1422334,4.0,2.0,True,,False,4.0
116,2023-11-14,665923,5.0,,False,,False,5.0
214,2023-11-14,665928,4.5,,False,,False,4.5
267,2023-11-14,665934,4.0,,False,,False,4.0
322,2023-11-14,665935,6.5,,False,,False,6.5
379,2023-11-14,665936,6.5,,False,,False,6.5
438,2023-11-14,665938,4.0,,False,Enfermedad común,True,0.0
494,2023-11-14,665941,4.5,,False,,False,4.5
552,2023-11-14,665944,4.0,,False,,False,4.0
590,2023-11-14,665948,6.5,,False,,False,6.5
648,2023-11-14,665950,5.0,,False,,False,5.0
706,2023-11-14,665952,5.0,,False,,False,5.0
760,2023-11-14,665953,7.5,,False,,False,7.5
943,2023-11-14,665959,8.0,,False,,False,8.0
1006,2023-11-14,665965,8.0,2.0,True,,False,8.0
1155,2023-11-14,665979,7.5,,False,,False,7.5
1208,2023-11-14,665983,4.0,,False,,False,4.0
1258,2023-11-14,665986,6.5,,False,,False,6.5
1368,2023-11-14,665989,4.5,,False,,False,4.5
1434,2023-11-14,666001,5.5,,False,,False,5.5
1471,2023-11-14,872680,5.0,,False,Enfermedad común,True,0.0
1573,2023-11-14,989388,6.0,,False,,False,6.0
1684,2023-11-14,1031417,5.5,,False,,False,5.5
1744,2023-11-14,1201829,6.5,2.0,True,,False,6.5
1909,2023-11-14,1305177,6.0,,False,,False,6.0
1962,2023-11-14,1305178,4.5,,False,,False,4.5
2060,2023-11-14,1403169,4.0,,False,,False,4.0
2126,2023-11-14,1422334,4.0,2.0,True,,False,4.0
61,2023-11-15,665922,4.0,,False,,False,4.0
117,2023-11-15,665923,4.0,,False,,False,4.0
172,2023-11-15,665926,4.5,,False,,False,4.5
268,2023-11-15,665934,4.0,,False,,False,4.0
323,2023-11-15,665935,5.0,,False,,False,5.0
380,2023-11-15,665936,6.0,,False,,False,6.0
439,2023-11-15,665938,5.0,,False,Enfermedad común,True,0.0
495,2023-11-15,665941,6.5,,False,,False,6.5
553,2023-11-15,665944,4.0,,False,,False,4.0
591,2023-11-15,665948,7.5,,False,,False,7.5
649,2023-11-15,665950,4.0,,False,,False,4.0
707,2023-11-15,665952,4.5,,False,,False,4.5
761,2023-11-15,665953,7.5,,False,,False,7.5
818,2023-11-15,665954,5.5,,False,,False,5.5
876,2023-11-15,665956,7.0,,False,,False,7.0
944,2023-11-15,665959,9.5,,False,,False,9.5
1056,2023-11-15,665971,5.0,,False,,False,5.0
1156,2023-11-15,665979,7.5,,False,,False,7.5
1209,2023-11-15,665983,4.0,,False,,False,4.0
1259,2023-11-15,665986,4.5,,False,,False,4.5
1311,2023-11-15,665987,6.0,,False,,False,6.0
1369,2023-11-15,665989,4.0,,False,,False,4.0
1435,2023-11-15,666001,4.0,,False,,False,4.0
1472,2023-11-15,872680,5.0,,False,Enfermedad común,True,0.0
1629,2023-11-15,999012,4.0,,False,,False,4.0
1685,2023-11-15,1031417,4.0,,False,,False,4.0
1745,2023-11-15,1201829,6.5,2.0,True,,False,6.5
1799,2023-11-15,1211253,4.0,,False,,False,4.0
1849,2023-11-15,1252106,4.0,,False,,False,4.0
1910,2023-11-15,1305177,4.5,,False,,False,4.5
1963,2023-11-15,1305178,4.0,,False,,False,4.0
2015,2023-11-15,1305180,4.0,1.0,True,,False,4.0
62,2023-11-16,665922,5.0,,False,,False,5.0
118,2023-11-16,665923,4.0,,False,,False,4.0
173,2023-11-16,665926,4.5,,False,,False,4.5
215,2023-11-16,665928,4.5,,False,,False,4.5
269,2023-11-16,665934,4.0,,False,,False,4.0
381,2023-11-16,665936,5.0,,False,,False,5.0
440,2023-11-16,665938,4.0,,False,Enfermedad común,True,0.0
496,2023-11-16,665941,6.5,,False,,False,6.5
554,2023-11-16,665944,4.0,,False,,False,4.0
592,2023-11-16,665948,7.5,,False,,False,7.5
708,2023-11-16,665952,4.5,,False,,False,4.5
819,2023-11-16,665954,5.5,,False,,False,5.5
877,2023-11-16,665956,7.5,,False,,False,7.5
945,2023-11-16,665959,6.5,,False,,False,6.5
1007,2023-11-16,665965,6.5,2.0,True,,False,6.5
1210,2023-11-16,665983,5.0,,False,,False,5.0
1260,2023-11-16,665986,5.0,,False,,False,5.0
1312,2023-11-16,665987,6.5,,False,,False,6.5
1370,2023-11-16,665989,4.0,,False,,False,4.0
1436,2023-11-16,666001,4.0,,False,,False,4.0
1574,2023-11-16,989388,5.0,,False,,False,5.0
1630,2023-11-16,999012,4.0,,False,,False,4.0
1686,2023-11-16,1031417,4.0,,False,,False,4.0
1800,2023-11-16,1211253,4.0,,False,,False,4.0
1850,2023-11-16,1252106,4.0,,False,,False,4.0
1911,2023-11-16,1305177,7.5,,False,,False,7.5
1964,2023-11-16,1305178,4.5,,False,,False,4.5
2061,2023-11-16,1403169,4.0,,False,,False,4.0
2127,2023-11-16,1422334,4.0,2.0,True,,False,4.0
63,2023-11-17,665922,6.5,,False,,False,6.5
119,2023-11-17,665923,4.0,,False,,False,4.0
216,2023-11-17,665928,5.5,,False,,False,5.5
270,2023-11-17,665934,4.0,,False,,False,4.0
324,2023-11-17,665935,8.0,,False,,False,8.0
382,2023-11-17,665936,6.5,,False,,False,6.5
441,2023-11-17,665938,6.0,,False,Enfermedad común,True,0.0
497,2023-11-17,665941,6.5,,False,,False,6.5
555,2023-11-17,665944,4.0,,False,,False,4.0
593,2023-11-17,665948,4.5,,False,,False,4.5
650,2023-11-17,665950,5.0,,False,,False,5.0
762,2023-11-17,665953,7.5,,False,,False,7.5
820,2023-11-17,665954,6.5,,False,,False,6.5
878,2023-11-17,665956,7.5,,False,,False,7.5
1008,2023-11-17,665965,6.5,2.0,True,,False,6.5
1057,2023-11-17,665971,5.0,,False,,False,5.0
1157,2023-11-17,665979,8.0,,False,,False,8.0
1437,2023-11-17,666001,4.5,,False,,False,4.5
1473,2023-11-17,872680,4.5,,False,Enfermedad común,True,0.0
1575,2023-11-17,989388,6.0,,False,,False,6.0
1631,2023-11-17,999012,7.5,,False,,False,7.5
1687,2023-11-17,1031417,4.5,,False,,False,4.5
1746,2023-11-17,1201829,8.0,2.0,True,,False,8.0
1801,2023-11-17,1211253,4.0,,False,,False,4.0
1851,2023-11-17,1252106,4.5,,False,,False,4.5
2016,2023-11-17,1305180,7.5,1.0,True,,False,7.5
2062,2023-11-17,1403169,4.0,,False,,False,4.0
2128,2023-11-17,1422334,4.0,2.0,True,,False,4.0
2222,2023-11-17,1661019,5.0,,False,,False,5.0
2250,2023-11-17,1662112,5.0,1.0,True,,False,5.0
64,2023-11-18,665922,8.0,,False,,False,8.0
120,2023-11-18,665923,7.0,,False,,False,7.0
174,2023-11-18,665926,4.0,,False,,False,4.0
217,2023-11-18,665928,8.0,,False,,False,8.0
271,2023-11-18,665934,4.5,,False,,False,4.5
325,2023-11-18,665935,7.5,,False,,False,7.5
383,2023-11-18,665936,5.0,,False,,False,5.0
442,2023-11-18,665938,8.0,,False,Enfermedad común,True,0.0
556,2023-11-18,665944,8.0,,False,,False,8.0
709,2023-11-18,665952,8.0,,False,,False,8.0
821,2023-11-18,665954,8.0,,False,,False,8.0
879,2023-11-18,665956,7.5,,False,,False,7.5
946,2023-11-18,665959,4.0,,False,,False,4.0
1009,2023-11-18,665965,6.5,2.0,True,,False,6.5
1058,2023-11-18,665971,8.0,,False,,False,8.0
1158,2023-11-18,665979,7.0,,False,,False,7.0
1211,2023-11-18,665983,6.0,,False,,False,6.0
1261,2023-11-18,665986,8.0,,False,,False,8.0
1313,2023-11-18,665987,5.5,,False,,False,5.5
1371,2023-11-18,665989,6.0,,False,,False,6.0
1474,2023-11-18,872680,5.0,,False,Enfermedad común,True,0.0
1510,2023-11-18,876837,8.0,,False,,False,8.0
1576,2023-11-18,989388,7.5,,False,,False,7.5
1632,2023-11-18,999012,7.5,,False,,False,7.5
1688,2023-11-18,1031417,7.0,,False,,False,7.0
1747,2023-11-18,1201829,7.5,2.0,True,,False,7.5
1802,2023-11-18,1211253,6.5,,False,,False,6.5
1852,2023-11-18,1252106,8.0,,False,,False,8.0
1912,2023-11-18,1305177,6.0,,False,,False,6.0
1965,2023-11-18,1305178,6.5,,False,,False,6.5
2017,2023-11-18,1305180,6.0,1.0,True,,False,6.0
2063,2023-11-18,1403169,4.0,,False,,False,4.0
2129,2023-11-18,1422334,4.0,2.0,True,,False,4.0
2162,2023-11-18,1529075,8.0,,False,,False,8.0
2223,2023-11-18,1661019,8.0,,False,,False,8.0
2251,2023-11-18,1662112,8.0,1.0,True,,False,8.0
175,2023-11-20,665926,4.5,,False,,False,4.5
218,2023-11-20,665928,7.0,,False,,False,7.0
272,2023-11-20,665934,4.0,,False,,False,4.0
326,2023-11-20,665935,8.0,,False,,False,8.0
443,2023-11-20,665938,5.0,,False,Enfermedad común,True,0.0
557,2023-11-20,665944,6.5,,False,,False,6.5
594,2023-11-20,665948,5.5,,False,,False,5.5
710,2023-11-20,665952,5.0,,False,,False,5.0
822,2023-11-20,665954,6.5,,False,,False,6.5
880,2023-11-20,665956,5.5,,False,,False,5.5
947,2023-11-20,665959,7.5,,False,,False,7.5
1010,2023-11-20,665965,6.5,2.0,True,,False,6.5
1059,2023-11-20,665971,4.5,,False,,False,4.5
1212,2023-11-20,665983,5.0,,False,,False,5.0
1262,2023-11-20,665986,7.5,,False,,False,7.5
1314,2023-11-20,665987,6.5,,False,,False,6.5
