date,time,store_id,FOOTFALL,SALES,TICKETS,sales_cumulative,tickets_cumulative,footfall_cumulative
2023-11-06,15:30:00,2,47.0,294.8,12.0,17323.69,596.0,1630.0
2023-11-06,16:00:00,1,43.0,482.31499999999994,22.0,17806.005,618.0,1673.0
2023-11-06,16:00:00,2,73.0,388.86,16.0,18194.865,634.0,1746.0
2023-11-06,16:30:00,1,43.0,482.31499999999994,22.0,18677.18,656.0,1789.0
2023-11-06,16:30:00,2,73.0,388.86,16.0,19066.04,672.0,1862.0
2023-11-06,17:00:00,1,63.0,896.1500000000001,28.0,19962.19,700.0,1925.0
2023-11-06,17:00:00,2,130.0,577.935,30.0,20540.125,730.0,2055.0
2023-11-06,17:30:00,1,63.0,896.1500000000001,28.0,21436.275,758.0,2118.0
2023-11-06,17:30:00,2,130.0,577.935,30.0,22014.21,788.0,2248.0
2023-11-06,18:00:00,1,114.0,1542.8049999999998,44.0,23557.015,832.0,2362.0
2023-11-06,18:00:00,2,148.0,695.855,38.0,24252.87,870.0,2510.0
2023-11-06,18:30:00,1,114.0,1542.8049999999998,44.0,25795.675,914.0,2624.0
2023-11-06,18:30:00,2,148.0,695.855,38.0,26491.53,952.0,2772.0
2023-11-06,19:00:00,1,73.0,1632.4450000000002,44.0,28123.975,996.0,2845.0
2023-11-06,19:00:00,2,157.0,1015.7950000000001,42.0,29139.77,1038.0,3002.0
2023-11-06,19:30:00,1,73.0,1632.4450000000002,44.0,30772.215,1082.0,3075.0
2023-11-06,19:30:00,2,157.0,1015.7950000000001,42.0,31788.010000000002,1124.0,3232.0
2023-11-06,20:00:00,1,45.0,716.555,20.0,32504.565,1144.0,3277.0
2023-11-06,20:00:00,2,105.0,550.365,24.0,33054.93,1168.0,3382.0
2023-11-06,20:30:00,1,45.0,716.555,20.0,33771.485,1188.0,3427.0
2023-11-06,20:30:00,2,105.0,550.365,24.0,34321.85,1212.0,3532.0
2023-11-06,21:00:00,2,27.0,99.05,4.0,34420.9,1216.0,3559.0
2023-11-06,21:30:00,2,27.0,99.05,4.0,34519.95,1220.0,3586.0
2023-11-06,22:00:00,2,0.0,99.05,4.0,34619.0,1224.0,3586.0
2023-11-06,22:30:00,2,0.0,99.05,4.0,34718.05,1228.0,3586.0
2023-11-07,10:00:00,1,58.0,764.31,29.0,764.31,29.0,58.0
2023-11-07,10:00:00,2,52.0,246.39000000000001,14.0,1010.6999999999999,43.0,110.0
2023-11-07,10:30:00,1,58.0,764.31,29.0,1775.0099999999998,72.0,168.0
2023-11-07,10:30:00,2,52.0,246.39000000000001,14.0,2021.3999999999999,86.0,220.0
2023-11-07,11:00:00,1,82.0,1224.385,42.0,3245.785,128.0,302.0
2023-11-07,11:00:00,2,126.0,964.7550000000001,38.0,4210.54,166.0,428.0
2023-11-07,11:30:00,1,82.0,1224.385,42.0,5434.925,208.0,510.0
2023-11-07,11:30:00,2,126.0,964.7550000000001,38.0,6399.68,246.0,636.0
2023-11-07,12:00:00,1,84.0,1471.125,38.0,7870.805,284.0,720.0
2023-11-07,12:00:00,2,132.0,1150.095,40.0,9020.9,324.0,852.0
2023-11-07,12:30:00,1,84.0,1471.125,38.0,10492.025,362.0,936.0
2023-11-07,12:30:00,2,132.0,1150.095,40.0,11642.12,402.0,1068.0
2023-11-07,13:00:00,1,54.0,861.915,28.0,12504.035,430.0,1122.0
2023-11-07,13:00:00,2,91.0,538.1800000000001,24.0,13042.215,454.0,1213.0
2023-11-07,13:30:00,1,54.0,861.915,28.0,13904.130000000001,482.0,1267.0
2023-11-07,13:30:00,2,91.0,538.1800000000001,24.0,14442.31,506.0,1358.0
2023-11-07,14:00:00,1,39.0,760.97,21.0,15203.28,527.0,1397.0
2023-11-07,14:00:00,2,49.0,295.225,16.0,15498.505000000001,543.0,1446.0
2023-11-07,14:30:00,1,39.0,760.97,21.0,16259.475,564.0,1485.0
2023-11-07,14:30:00,2,49.0,295.225,16.0,16554.7,580.0,1534.0
2023-11-07,15:00:00,1,48.0,701.9399999999999,25.0,17256.64,605.0,1582.0
2023-11-07,15:00:00,2,50.0,275.15999999999997,12.0,17531.8,617.0,1632.0
2023-11-07,15:30:00,1,48.0,701.9399999999999,25.0,18233.74,642.0,1680.0
2023-11-07,15:30:00,2,50.0,275.15999999999997,12.0,18508.9,654.0,1730.0
2023-11-07,16:00:00,1,60.0,704.84,30.0,19213.74,684.0,1790.0
2023-11-07,16:00:00,2,72.0,406.93999999999994,18.0,19620.68,702.0,1862.0
2023-11-07,16:30:00,1,60.0,704.84,30.0,20325.52,732.0,1922.0
2023-11-07,16:30:00,2,72.0,406.93999999999994,18.0,20732.46,750.0,1994.0
2023-11-07,17:00:00,1,66.0,802.3149999999999,31.0,21534.775,781.0,2060.0
2023-11-07,17:00:00,2,112.0,640.3,32.0,22175.075,813.0,2172.0
2023-11-07,17:30:00,1,66.0,802.3149999999999,31.0,22977.39,844.0,2238.0
2023-11-07,17:30:00,2,112.0,640.3,32.0,23617.69,876.0,2350.0
2023-11-07,18:00:00,1,94.0,1259.22,41.0,24876.91,917.0,2444.0
2023-11-07,18:00:00,2,122.0,702.255,32.0,25579.165,949.0,2566.0
2023-11-07,18:30:00,1,94.0,1259.22,41.0,26838.385,990.0,2660.0
2023-11-07,18:30:00,2,122.0,702.255,32.0,27540.64,1022.0,2782.0
2023-11-07,19:00:00,1,74.0,1317.7350000000001,33.0,28858.375,1055.0,2856.0
2023-11-07,19:00:00,2,139.0,736.445,33.0,29594.82,1088.0,2995.0
2023-11-07,19:30:00,1,74.0,1317.7350000000001,33.0,30912.555,1121.0,3069.0
2023-11-07,19:30:00,2,139.0,736.445,33.0,31649.0,1154.0,3208.0
2023-11-07,20:00:00,1,59.0,914.5549999999998,26.0,32563.555,1180.0,3267.0
2023-11-07,20:00:00,2,82.0,590.32,26.0,33153.875,1206.0,3349.0
2023-11-07,20:30:00,1,59.0,914.5549999999998,26.0,34068.43,1232.0,3408.0
2023-11-07,20:30:00,2,82.0,590.32,26.0,34658.75,1258.0,3490.0
2023-11-07,21:00:00,2,25.0,213.60500000000002,7.0,34872.355,1265.0,3515.0
2023-11-07,21:30:00,2,25.0,213.60500000000002,7.0,35085.96,1272.0,3540.0
2023-11-07,22:00:00,2,0.0,213.60500000000002,7.0,35299.565,1279.0,3540.0
2023-11-07,22:30:00,2,0.0,213.60500000000002,7.0,35513.17,1286.0,3540.0
2023-11-08,10:00:00,1,50.0,688.5699999999999,22.0,688.5699999999999,22.0,50.0
2023-11-08,10:00:00,2,56.0,158.52999999999997,12.0,847.0999999999999,34.0,106.0
2023-11-08,10:30:00,1,50.0,688.5699999999999,22.0,1535.6699999999998,56.0,156.0
2023-11-08,10:30:00,2,56.0,158.52999999999997,12.0,1694.1999999999998,68.0,212.0
2023-11-08,11:00:00,1,70.0,1392.1799999999998,46.0,3086.3799999999997,114.0,282.0
2023-11-08,11:00:00,2,126.0,625.315,34.0,3711.6949999999997,148.0,408.0
2023-11-08,11:30:00,1,70.0,1392.1799999999998,46.0,5103.875,194.0,478.0
2023-11-08,11:30:00,2,126.0,625.315,34.0,5729.19,228.0,604.0
2023-11-08,12:00:00,1,79.0,1841.87,45.0,7571.0599999999995,273.0,683.0
2023-11-08,12:00:00,2,138.0,1050.5,47.0,8621.56,320.0,821.0
2023-11-08,12:30:00,1,79.0,1841.87,45.0,10463.43,365.0,900.0
2023-11-08,12:30:00,2,138.0,1050.5,47.0,11513.93,412.0,1038.0
2023-11-08,13:00:00,1,48.0,785.875,25.0,12299.805,437.0,1086.0
2023-11-08,13:00:00,2,88.0,582.01,27.0,12881.814999999999,464.0,1174.0
2023-11-08,13:30:00,1,48.0,785.875,25.0,13667.689999999999,489.0,1222.0
2023-11-08,13:30:00,2,88.0,582.01,27.0,14249.699999999999,516.0,1310.0
2023-11-08,14:00:00,1,29.0,499.055,16.0,14748.755,532.0,1339.0
2023-11-08,14:00:00,2,52.0,416.34000000000003,12.0,15165.095,544.0,1391.0
2023-11-08,14:30:00,1,29.0,499.055,16.0,15664.15,560.0,1420.0
2023-11-08,14:30:00,2,52.0,416.34000000000003,12.0,16080.49,572.0,1472.0
2023-11-08,15:00:00,1,41.0,720.1099999999999,22.0,16800.6,594.0,1513.0
2023-11-08,15:00:00,2,47.0,234.87999999999997,12.0,17035.48,606.0,1560.0
2023-11-08,15:30:00,1,480.0,720.1099999999999,22.0,17755.59,628.0,2040.0
2023-11-08,15:30:00,2,47.0,234.87999999999997,12.0,17990.469999999998,640.0,2087.0
2023-11-08,16:00:00,1,42.0,669.625,18.0,18660.094999999998,658.0,2129.0
2023-11-08,16:00:00,2,77.0,493.17,22.0,19153.265,680.0,2206.0
2023-11-08,16:30:00,1,42.0,669.625,18.0,19822.89,698.0,2248.0
2023-11-08,16:30:00,2,77.0,493.17,22.0,20316.059999999998,720.0,2325.0
2023-11-08,17:00:00,1,71.0,1315.8899999999999,31.0,21631.95,751.0,2396.0
2023-11-08,17:00:00,2,108.0,543.58,26.0,22175.53,777.0,2504.0
2023-11-08,17:30:00,1,71.0,1315.8899999999999,31.0,23491.42,808.0,2575.0
2023-11-08,17:30:00,2,108.0,543.58,26.0,24035.0,834.0,2683.0
2023-11-08,18:00:00,1,95.0,1611.3799999999999,50.0,25646.379999999997,884.0,2778.0
2023-11-08,18:00:00,2,146.0,704.28,32.0,26350.66,916.0,2924.0
2023-11-08,18:30:00,1,1450.0,1611.3799999999999,50.0,27962.04,966.0,4374.0
2023-11-08,18:30:00,2,146.0,704.28,32.0,28666.32,998.0,4520.0
2023-11-08,19:00:00,1,65.0,1126.95,38.0,29793.27,1036.0,4585.0
2023-11-08,19:00:00,2,136.0,783.99,32.0,30577.26,1068.0,4721.0
2023-11-08,19:30:00,1,65.0,1126.95,38.0,31704.21,1106.0,4786.0
2023-11-08,19:30:00,2,136.0,783.99,32.0,32488.2,1138.0,4922.0
2023-11-08,20:00:00,1,46.0,912.28,26.0,33400.479999999996,1164.0,4968.0
2023-11-08,20:00:00,2,89.0,947.3299999999999,34.0,34347.81,1198.0,5057.0
2023-11-08,20:30:00,1,46.0,912.28,26.0,35260.09,1224.0,5103.0
2023-11-08,20:30:00,2,89.0,947.3299999999999,34.0,36207.42,1258.0,5192.0
2023-11-08,21:00:00,2,22.0,181.68000000000004,8.0,36389.1,1266.0,5214.0
2023-11-08,21:30:00,2,22.0,181.68000000000004,8.0,36570.78,1274.0,5236.0
2023-11-08,22:00:00,2,1.0,181.68000000000004,8.0,36752.46,1282.0,5237.0
2023-11-08,22:30:00,2,1.0,181.68000000000004,8.0,36934.14,1290.0,5238.0
2023-11-09,10:00:00,1,50.0,782.25,24.0,782.25,24.0,50.0
2023-11-09,10:00:00,2,61.0,201.73999999999998,13.0,983.99,37.0,111.0
2023-11-09,10:30:00,1,50.0,782.25,24.0,1766.24,61.0,161.0
2023-11-09,10:30:00,2,61.0,201.73999999999998,13.0,1967.98,74.0,222.0
2023-11-09,11:00:00,1,63.0,1090.5549999999998,32.0,3058.535,106.0,285.0
2023-11-09,11:00:00,2,120.0,678.68,31.0,3737.2149999999997,137.0,405.0
2023-11-09,11:30:00,1,63.0,1090.5549999999998,32.0,4827.7699999999995,169.0,468.0
